restaurant_id,short_name,created,restaurant_rating,location_city,cussine_list
fbb27636-2c84-4593-bb82-83ef67e7bc02,demo11,2021-11-19 18:21:38.000000 UTC,68,demo11,"Lunch, Bakery, Fast Food, Ice Cream, Convenience, Sandwiches & Subs, Burgers, Hot Dogs & Sausages, Late Night Cravings, Ice Cream & Frozen Treats"
fc53b987-8432-4e7a-9c97-a754de447856,demo12,2021-09-30 16:24:02.000000 UTC,68,demo12,"Pasta, Tacos, Seafood, Pub Food, Steakhouse, Vegetarian, Food & Drinks, Gluten Friendly, Sandwiches & Subs, Beer, Wine, Wings, Alcohol, Burgers, Chicken, Barbecue, Canadian, Desserts, Fish and Chips"
4bec76b5-7c8f-4a9f-9b72-5c422ab2bef3,demo13,2020-12-29 00:17:52.000000 UTC,70,demo13,"Pasta, Italian, Vegetarian, Pizza, Seafood, Homemade, Sandwiches & Subs"
4aec9188-2b4e-4007-8643-15f01d194dd4,demo14,2020-11-18 01:02:34.000000 UTC,70,demo14,"Pasta, Pizza, Desserts, International, Chicken, Gluten Friendly"
41c524ec-a728-4aae-9179-406e9b2ba95a,demo15,2020-06-12 07:23:12.000000 UTC,68,demo15,"Pepsi, Wings, Healthy, Desserts, Pet Food, Fast Food, Ice Cream, Smoothies, Coffee/Tea, Convenience, Breakfast & Brunch, Skip Exclusive Items, Ice Cream & Frozen Treats, Pizza, Bakery, Chicken, Cool Treats, Ben & Jerry's, Sandwiches & Subs, Nestle Buy 2 Get 2, Hot Dogs & Sausages, Late Night Cravings"
58515856-e4bf-4ae7-8e59-2dbba4ee07f8,demo16,2020-06-12 07:57:51.000000 UTC,71,demo16,"Pepsi, Bakery, Healthy, Convenience, Food & Drinks, Breakfast & Brunch, Late Night Cravings, Pizza, Wings, Chicken, Desserts, Pet Food, Fast Food, Ice Cream, Coffee/Tea, Cool Treats, Ben & Jerry's, Sandwiches & Subs, Hot Dogs & Sausages, Skip Exclusive Items, Ice Cream & Frozen Treats"
32c84589-3ca5-4c72-9f97-5086eab30773,demo17,2021-03-22 21:49:23.000000 UTC,63,demo17,"Pepsi, Desserts, Ice Cream, Sandwiches & Subs, Popcorn, Convenience, Ben & Jerry's, Food & Drinks, Nestle Buy 2 Get 2, Ice Cream & Frozen Treats"
8b41d24b-29d4-4ee0-ab2e-ff8c9a4c232a,demo18,2020-11-09 23:33:22.000000 UTC,71,demo18,"Pepsi, Indian, Chicken, Seafood, Ice Cream, Smoothies, Coffee/Tea, Gluten Free, Vegetarian"
86c2a9f3-68e6-4481-b0fc-7d13a89adb0a,demo19,2019-09-20 00:37:14.000000 UTC,69,demo19,"Pepsi, Chicken, Fast Food, Ice Cream & Frozen Treats, Burgers, Desserts, Ice Cream"
8b59f4b3-b38a-42f9-b166-cdea3f17b196,demo20,2021-03-22 22:20:11.000000 UTC,70,demo20,"Pepsi, Desserts, Ice Cream, Sandwiches & Subs, Ice Cream & Frozen Treats, Popcorn, Convenience, Ben & Jerry's, Food & Drinks, Nestle Buy 2 Get 2"
c21eb25e-a8a6-4c7c-8e0d-f0de5f861e61,demo21,2021-03-22 23:11:38.000000 UTC,55,demo21,"Pepsi, Desserts, Ice Cream, Convenience, Ben & Jerry's, Sandwiches & Subs, Ice Cream & Frozen Treats, Popcorn, Food & Drinks, Nestle Buy 2 Get 2"
44f352a0-c52c-4cf7-9465-da57a88fa890,demo22,2020-06-12 04:17:51.000000 UTC,68,demo22,"Pepsi, Wings, Bakery, Healthy, Ice Cream, Coffee/Tea, Breakfast & Brunch, Nestle Buy 2 Get 2, Hot Dogs & Sausages, Pizza, Chicken, Desserts, Pet Food, Fast Food, Smoothies, Convenience, Cool Treats, Ben & Jerry's, Sandwiches & Subs, Late Night Cravings, Skip Exclusive Items, Ice Cream & Frozen Treats"
564f2c91-b929-4269-ad0c-592d0bea6c01,demo23,2020-06-12 07:41:17.000000 UTC,69,demo23,"Pepsi, Pizza, Bakery, Desserts, Convenience, Food & Drinks, Sandwiches & Subs, Breakfast & Brunch, Ice Cream & Frozen Treats, Wings, Chicken, Pet Food, Fast Food, Ice Cream, Coffee/Tea, Cool Treats, Ben & Jerry's, Hot Dogs & Sausages, Late Night Cravings, Skip Exclusive Items"
d25e26d7-310c-4380-a4b2-ccdcb57126eb,demo24,2022-09-26 15:10:19.000000 UTC,71,demo24,"Pitas, Offers, Healthy, Canadian, Pepsi, American, Fast Food, Vegetarian, Delicatessen, Locally Sourced, Sandwiches & Subs, Breakfast & Brunch"
0063e995-7654-4661-80e5-707a4ff89d80,demo25,2022-09-08 16:10:34.000000 UTC,68,demo25,"Pizza, Healthy, Popcorn, Pet Food, Ice Cream, Convenience, Cool Treats, Sandwiches & Subs, Hot Dogs & Sausages, Ice Cream & Frozen Treats, Pepsi, Wings, Bakery, Chicken, Desserts, Fast Food, Coffee/Tea, Ben & Jerry's, Breakfast & Brunch, Nestle Buy 2 Get 2, Skip Exclusive Items"
9dcc793f-a58d-46d9-aee7-595f4004bb2a,demo26,2020-06-12 06:09:40.000000 UTC,68,demo26,"Pizza, Pet Food, Smoothies, Coffee/Tea, Cool Treats, Breakfast & Brunch, Pepsi, Wings, Bakery, Chicken, Healthy, Desserts, Fast Food, Ice Cream, Convenience, Ben & Jerry's, Sandwiches & Subs, Nestle Buy 2 Get 2, Hot Dogs & Sausages, Late Night Cravings, Skip Exclusive Items, Ice Cream & Frozen Treats"
4ad2368b-e750-4ee8-94f5-5ab711ba4cd1,demo27,2019-06-27 04:25:05.000000 UTC,70,demo27,"Pizza, Vegan, Wings, Mediterranean, Chicken, Italian, Vegetarian, Gluten Friendly"
c3309298-45c2-4dfe-8028-00b84b891cf0,demo28,2020-06-12 08:37:52.000000 UTC,69,demo28,"Pizza, Bakery, Chicken, Fast Food, Coffee/Tea, Convenience, Cool Treats, Breakfast & Brunch, Late Night Cravings, Skip Exclusive Items, Ice Cream & Frozen Treats, Pepsi, Wings, Healthy, Desserts, Pet Food, Ice Cream, Smoothies, Ben & Jerry's, Food & Drinks, Sandwiches & Subs, Nestle Buy 2 Get 2, Hot Dogs & Sausages"
09eb6d87-fd19-4ea9-a9e8-d60a11ce31db,demo29,2020-01-31 00:16:08.000000 UTC,68,demo29,"Pizza, Vegan, Wings, Canadian, Homemade, Pub Food, Vegetarian, Family Meals, Gluten Friendly, Chicken, Seafood, Desserts, Fast Food, Sandwiches & Subs"
e606cbc6-ebe1-4a88-91dd-c0a85e32b4a8,demo30,2021-09-10 20:08:19.000000 UTC,69,demo30,"Pizza, Wings, Offers, Desserts, Gluten Friendly"
16f5745b-cfdb-4cec-b687-0ff4b6fa1589,demo31,2020-10-09 01:45:14.000000 UTC,68,demo31,"Pizza, Food & Drinks, Popcorn, International, Hot Dogs & Sausages"
d507a9ca-9094-4328-afeb-2b5b582e3972,demo32,2019-11-05 23:56:13.000000 UTC,64,demo32,"Sushi, International, Seafood, Vegetarian"
032ab70e-0e4e-4c1c-9eae-9376bcbf95a1,demo33,2017-06-13 22:50:45.000000 UTC,62,demo33,"Tacos, Seafood, Desserts, Vegetarian, Burgers, Chicken, Healthy, Sandwiches & Subs"
d8a19e71-7b49-456f-9de5-78a7bbdcf4d9,demo34,2021-06-07 14:54:16.000000 UTC,71,demo34,"Wings, Desserts, Bubble Tea, Offers"
090658a1-5492-4502-a9b2-0672a419f58a,demo35,2020-01-22 23:16:37.000000 UTC,68,demo35,"Wings, Summer2022, Gluten Friendly, Skip Exclusive Items, Pepsi, EggsAnytime, Family Meals, Only on Skip, Breakfast & Brunch"
a1ee072b-7626-4b29-9d72-88105fd50b44,demo36,2020-03-30 20:29:49.000000 UTC,69,demo36,"Bakery, Burgers, Fast Food, Bagels, Canadian, Desserts, Smoothies, Coffee/Tea, Sandwiches & Subs, Breakfast & Brunch"
bebb8336-2d95-41c9-8184-0b1a33c2762e,demo37,2022-05-18 02:31:15.000000 UTC,71,demo37,"Bakery, Ice Cream, Convenience, Late Night Cravings"
20e1e2f6-fe43-4498-ba81-4355f5316958,demo38,2021-09-21 17:16:36.000000 UTC,71,demo38,"Bakery, Chicken, Soup, Canadian"
24492551-f759-4613-9869-3bcf08f2cc93,demo39,2018-11-26 15:47:50.000000 UTC,71,demo39,"Bakery, Gluten Friendly, Bagels, Canadian, Desserts, Smoothies, Coffee/Tea, Sandwiches & Subs, Breakfast & Brunch"
ff7912eb-ef70-406a-83c5-217e156117aa,demo40,2022-10-14 01:41:18.000000 UTC,70,demo40,"Bakery, Ice Cream, Coffee/Tea, Ben & Jerry's, Late Night Cravings, Ice Cream & Frozen Treats, Lunch, Convenience"
99aef804-076d-40a1-b466-93a8ae87501d,demo41,2022-10-14 01:55:18.000000 UTC,69,demo41,"Bakery, Ice Cream, Convenience, Late Night Cravings, Coffee/Tea"
e3a64a31-f1d6-4936-aeb7-3a24b4271136,demo42,2018-10-05 20:55:33.000000 UTC,68,demo42,"Donair, Chicken, Only on Skip, Mediterranean, Skip Exclusive Items, Pitas, Homemade, Vegetarian, International"
9c4566f0-eb9e-418b-bcfe-d06cbf0936f6,demo43,2021-04-09 00:23:26.000000 UTC,68,demo43,"Offers, Chicken, Desserts, Indian, Vegetarian"
8b34a3a1-534f-47f3-9cea-d011cf6cdd2d,demo44,2019-10-24 23:58:44.000000 UTC,70,demo44,"Offers, Chicken, Healthy, Homemade, Middle Eastern, Donair, Indian, Desserts"
26ff3ae5-50cf-4790-80f2-60446b9f2833,demo45,2021-10-08 19:08:15.000000 UTC,71,demo45,"Burgers, Chicken, Desserts, Fast Food"
9545cca0-aef8-42a2-aa4d-de9ed2b5c922,demo46,2020-09-29 23:55:36.000000 UTC,68,demo46,"Burgers, Desserts, Only on Skip, Lunch"
7b65e02c-b3bc-4b91-987c-af8f1f65a995,demo47,2016-05-24 23:00:28.000000 UTC,69,demo47,"Chicken, Vietnamese, International, Asian, Offers, Seafood, Homemade, Sandwiches & Subs"
92b5dec2-40e1-4ce0-8cb5-876f474e2eb0,demo48,2019-08-15 02:02:03.000000 UTC,65,demo48,"Chicken, Gluten Friendly, Sandwiches & Subs, Healthy, Homemade, Vietnamese, Noodle Shop"
d00f8324-7737-4f50-950f-6b36459c17a9,demo49,2020-01-28 00:44:09.000000 UTC,66,demo49,"Chicken, Fast Food, Asian, Healthy, Seafood, Barbecue, Homemade"
68f71385-7b75-4e33-b503-28dca7d8708e,demo50,2020-03-24 18:57:42.000000 UTC,70,demo50,"Chicken, Canadian, Pasta, Seafood, Family Meals"
3c4c4cb3-7254-4e55-9b3a-40740b309f8a,demo51,2015-06-20 00:11:31.000000 UTC,71,demo51,"Chicken, Chinese, Vegetarian, Noodle Shop, Asian, Seafood"
2d2545bd-d05a-4f8d-a2a8-efd1dbfeb396,demo52,2021-02-18 14:13:58.000000 UTC,70,demo52,"Healthy, Fast Food, Vegetarian, Sandwiches & Subs, Pitas, American, Canadian, Delicatessen, Locally Sourced, Breakfast & Brunch"
adf51128-8ec8-4095-85da-f24ff1bcba9c,demo53,2022-04-11 23:20:22.000000 UTC,71,demo53,"Healthy, Soup, Vietnamese"
f03e2ed7-ff7e-484b-9f87-7cfb10e49280,demo54,2021-10-27 15:11:38.000000 UTC,70,demo54,"Mexican, Tacos, Desserts"
b7e46131-23a9-457b-a021-ff5a43307484,demo55,2021-12-03 15:52:39.000000 UTC,61,demo55,"Popcorn, American, Fast Food"
be62abcd-b090-4c36-af31-6756afc07995,demo56,2018-07-12 20:36:00.000000 UTC,71,demo56,"American, Desserts, Pizza, Chicken, Vegetarian"
c9331b19-b806-405a-98fe-7cdff0d6d888,demo57,2022-06-24 15:00:48.000000 UTC,71,demo57,"American, Canadian, Fast Food, Vegetarian, Delicatessen, Breakfast & Brunch, Pitas, Healthy, Locally Sourced, Sandwiches & Subs"
297db45a-b976-4a22-93df-f8caade7c333,demo58,2015-11-07 21:46:03.000000 UTC,71,demo58,"Canadian, Desserts, Sandwiches & Subs, Breakfast & Brunch, Burgers"
b33c8455-abd2-451a-9098-5bfac1e4e418,demo59,2020-03-24 18:49:15.000000 UTC,71,demo59,"Canadian, Family Meals, Pasta, Chicken, Seafood"
49d0f20a-7454-4070-a564-28bd4686b532,demo60,2017-07-07 19:01:43.000000 UTC,69,demo60,"Canadian, Fast Food, Sandwiches & Subs, Pepsi, Chicken, Desserts, Summer2022"
51c59c1d-6d10-446f-aa03-6a1271db75b3,demo61,2017-03-23 16:57:15.000000 UTC,59,demo61,"Desserts, Homemade, Vegetarian, International, Indian, Offers, Chicken"
27328b6d-1cfe-4394-829c-3588ddf321de,demo62,2022-10-14 02:00:33.000000 UTC,69,demo62,"Desserts, Ice Cream, Convenience, Late Night Cravings, Bakery, Coffee/Tea"
318838c9-21e4-4e24-ab19-e4eac0042a2f,demo63,2020-07-08 22:11:23.000000 UTC,68,demo63,"Homemade, Locally Sourced, Beer, Sushi, Offers, Alcohol, Healthy, Seafood, Japanese, Only on Skip"
d5e150db-3d01-47ed-8d25-ea5dea1bb6d0,demo64,2022-08-15 16:16:26.000000 UTC,68,demo64,"Ice Cream, Indian, Offers, Coffee/Tea"
26e176b3-77e8-4ede-8606-cafa4e882e5b,demo65,2020-05-09 00:44:54.000000 UTC,69,demo65,"Smoothies, Family Meals, Sandwiches & Subs, Bagels, Bakery, Burgers, Canadian, Desserts, Fast Food, Coffee/Tea, Breakfast & Brunch"
c2863efe-b653-4b97-9f31-fcb4c5d45c57,demo66,2019-03-19 14:47:38.000000 UTC,68,demo66,"Vegetarian, Mediterranean, Sandwiches & Subs, Offers, Chicken, Delicatessen"
18210,demo67,2014-01-01 00:00:00.000000 UTC,16,demo67,"Vegetarian, Noodle Shop, International, Asian, Chicken, Chinese, Seafood"
ca2807d3-457e-43e2-a6e4-199ed2468931,demo68,2021-03-23 15:18:30.000000 UTC,63,demo68,"Convenience, Ice Cream & Frozen Treats, Pepsi, Popcorn, Desserts, Ice Cream, Ben & Jerry's, Food & Drinks, Sandwiches & Subs, Nestle Buy 2 Get 2"
b7615404-d822-4e57-bb8b-e9ffcd37cb5a,demo69,2016-10-13 17:42:28.000000 UTC,70,demo69,"Bakery, Desserts"
12a31af0-45bf-419e-b197-03fcccadde77,demo70,2018-03-24 15:53:57.000000 UTC,67,demo70,"Diner, Pasta, Pizza, Burgers, Chicken, Seafood, Vegetarian, Fish and Chips, Sandwiches & Subs, Wings, Italian, Canadian, Pub Food, Only on Skip, Breakfast & Brunch"
ccdfb81e-0d25-4023-9c76-7d2ba947c57e,demo71,2019-04-06 21:27:17.000000 UTC,67,demo71,"Greek, Chicken, Mediterranean, Donair, Offers, Seafood, Desserts, Homemade, Vegetarian, International, Middle Eastern, Sandwiches & Subs"
99083bf2-0c96-4d93-b1e6-d5e64b162613,demo72,2022-10-05 19:51:39.000000 UTC,67,demo72,"Lunch, Vegan, Chicken, Mexican, Family Meals, Diner, Tacos, Healthy, Desserts, Vegetarian, Latin American, Local Favourites"
1dfcd69c-2118-4e56-9c5d-c4c3f8ea7f80,demo73,2018-09-28 15:08:28.000000 UTC,67,demo73,"Pasta, Italian, Pizza, Wings, Indian, Chicken, Canadian, Homemade, Vegetarian, Gluten Friendly, Skip Exclusive Items"
81cc2b1d-66d1-4619-a49b-3e892f0b6e06,demo74,2020-06-12 08:41:48.000000 UTC,67,demo74,"Pepsi, Wings, Desserts, Pet Food, Fast Food, Smoothies, Coffee/Tea, Convenience, Cool Treats, Ben & Jerry's, Breakfast & Brunch, Nestle Buy 2 Get 2, Hot Dogs & Sausages, Late Night Cravings, Pizza, Bakery, Chicken, Healthy, Ice Cream, Sandwiches & Subs, Skip Exclusive Items, Ice Cream & Frozen Treats"
b7327c4b-36af-4f60-9a3f-e0a72b0d480e,demo75,2020-06-12 03:50:59.000000 UTC,67,demo75,"Pepsi, Pizza, Bakery, Chicken, Pet Food, Ice Cream, Convenience, Cool Treats, Sandwiches & Subs, Hot Dogs & Sausages, Skip Exclusive Items, Ice Cream & Frozen Treats, Wings, Healthy, Desserts, Fast Food, Smoothies, Coffee/Tea, Ben & Jerry's, Breakfast & Brunch, Nestle Buy 2 Get 2, Late Night Cravings"
3c11ad99-678a-4c79-9b65-e0e549b82d20,demo76,2020-06-12 09:21:06.000000 UTC,67,demo76,"Pepsi, Wings, Chicken, Pet Food, Fast Food, Convenience, Cool Treats, Sandwiches & Subs, Late Night Cravings, Skip Exclusive Items, Pizza, Bakery, Healthy, Desserts, Ice Cream, Smoothies, Coffee/Tea, Ben & Jerry's, Breakfast & Brunch, Nestle Buy 2 Get 2, Hot Dogs & Sausages, Ice Cream & Frozen Treats"
1cc41af2-2073-4a40-aee4-541b951b5c44,demo77,2020-04-15 03:45:24.000000 UTC,67,demo77,"Pepsi, Chicken, Desserts, Fast Food, Smoothies, Sandwiches & Subs, Nestle Buy 2 Get 2, Hot Dogs & Sausages, Late Night Cravings, Skip Exclusive Items, Pizza, Wings, Bakery, Healthy, Pet Food, Ice Cream, Coffee/Tea, Convenience, Cool Treats, Ben & Jerry's, Breakfast & Brunch, Ice Cream & Frozen Treats"
57eaa354-7074-465e-b279-7402f8992277,demo78,2020-06-12 08:13:13.000000 UTC,67,demo78,"Pepsi, Pizza, Bakery, Chicken, Desserts, Fast Food, Smoothies, Coffee/Tea, Cool Treats, Ben & Jerry's, Breakfast & Brunch, Late Night Cravings, Wings, Healthy, Pet Food, Ice Cream, Convenience, Sandwiches & Subs, Nestle Buy 2 Get 2, Hot Dogs & Sausages, Skip Exclusive Items, Ice Cream & Frozen Treats"
6477816e-41a5-482f-bc07-5eeff19e90c9,demo79,2020-04-15 06:53:50.000000 UTC,67,demo79,"Pepsi, Wings, Healthy, Desserts, Pet Food, Smoothies, Cool Treats, Sandwiches & Subs, Breakfast & Brunch, Nestle Buy 2 Get 2, Pizza, Bakery, Chicken, Fast Food, Ice Cream, Coffee/Tea, Convenience, Ben & Jerry's, Hot Dogs & Sausages, Late Night Cravings, Skip Exclusive Items, Ice Cream & Frozen Treats"
687f8e50-7678-4b2c-bdf9-de00e4b79646,demo80,2021-03-23 15:31:19.000000 UTC,67,demo80,"Pepsi, Ice Cream, Convenience, Nestle Buy 2 Get 2, Ice Cream & Frozen Treats, Popcorn, Desserts, Ben & Jerry's, Food & Drinks, Sandwiches & Subs"
8581cc89-aaa6-4345-8b0f-f6c6a9b70358,demo81,2020-06-13 02:19:39.000000 UTC,67,demo81,"Pepsi, Pizza, Bakery, Chicken, Desserts, Fast Food, Ben & Jerry's, Sandwiches & Subs, Breakfast & Brunch, Nestle Buy 2 Get 2, Hot Dogs & Sausages, Skip Exclusive Items, Ice Cream & Frozen Treats, Wings, Healthy, Pet Food, Ice Cream, Smoothies, Coffee/Tea, Convenience, Cool Treats, Late Night Cravings"
534cff85-46da-4e5f-b6e4-b9a6cb6ca1a1,demo82,2022-10-25 17:24:33.000000 UTC,67,demo82,"Pepsi, Pizza, Wings, Chicken, Canadian, Pet Food, Fast Food, Convenience, Cool Treats, Ice Cream & Frozen Treats, Popcorn, Desserts, Ice Cream, Food & Drinks, Sandwiches & Subs, Hot Dogs & Sausages, Late Night Cravings"
22c7717e-853a-4f78-857a-6b0298ba9a21,demo83,2015-03-26 20:26:08.000000 UTC,67,demo83,"Pitas, Offers, Locally Sourced, Healthy, Vegetarian, International, Mediterranean"
22af0325-4b3c-45e2-aef0-af348fb46918,demo84,2022-11-08 19:18:46.000000 UTC,67,demo84,"Pitas, Burgers, Canadian, Desserts, Fast Food, Asian, Halal, Pizza, Chicken"
aabbbcd9-f440-49c2-a7fe-0186968c33ad,demo85,2020-04-03 20:50:21.000000 UTC,67,demo85,"Pitas, Wings, Chicken, Vegetarian, Only on Skip, Seafood, Desserts, Homemade, Coffee/Tea, Middle Eastern, Sandwiches & Subs"
2eeeed9f-e29f-4eb8-9c90-318e3327a04d,demo86,2022-02-23 16:42:33.000000 UTC,67,demo86,"Pizza, Wings, Chicken, Desserts, Vegetarian, Seafood, Canadian, Pub Food, Fast Food, Gluten Friendly, Sandwiches & Subs"
620c432f-0702-40e0-8d57-e47e5f23d164,demo87,2020-06-12 07:32:54.000000 UTC,67,demo87,"Pizza, Wings, Bakery, Chicken, Convenience, Food & Drinks, Breakfast & Brunch, Late Night Cravings, Ice Cream & Frozen Treats, Pepsi, Desserts, Pet Food, Fast Food, Ice Cream, Coffee/Tea, Cool Treats, Ben & Jerry's, Sandwiches & Subs, Hot Dogs & Sausages, Skip Exclusive Items"
e95267c4-0afa-4ec2-8188-4309b98063a9,demo88,2016-02-24 02:24:45.000000 UTC,67,demo88,"Pizza, Vegetarian, Sandwiches & Subs, Fusion, Offers, Burgers, Chicken, Canadian, Desserts, Hot Dogs & Sausages"
db36c022-26ac-446c-92c0-1794ca9b9514,demo89,2022-04-25 23:30:26.000000 UTC,67,demo89,"Pizza, Wings, Offers, Chicken, Italian, Vegetarian, Wine, Greek, Pasta, Burgers, Healthy, Desserts, Homemade, Pub Food, Fish and Chips, Sandwiches & Subs"
4a4ac505-ab66-49ea-93b9-903f0e3182d1,demo90,2020-10-09 01:42:19.000000 UTC,67,demo90,"Pizza, Popcorn, International, Hot Dogs & Sausages, Food & Drinks"
c8f2b59d-f11a-45c6-a7f9-a5c9808edacd,demo91,2017-12-01 23:56:18.000000 UTC,67,demo91,"Pizza, Italian, Indian, Chicken, Canadian, Fast Food"
319a5d3e-2dc8-4a7a-8c8f-fa965c55691c,demo92,2018-06-14 19:18:24.000000 UTC,67,demo92,"Pizza, Chicken, Italian, Fusion, Canadian, Catering, International"
707e953f-8f4c-44e1-b77d-0056aa9532ec,demo93,2022-10-05 19:28:53.000000 UTC,67,demo93,"Pizza, Donair, Pub Food, Vegetarian, International, Pitas, Burgers, American, Desserts, Middle Eastern"
eb27a2ab-e666-480c-9ee6-07848aedee33,demo94,2017-10-18 22:45:27.000000 UTC,67,demo94,"Tacos, Chicken, Desserts, Fast Food, Pepsi, Offers, Mexican, MTY Offer, Vegetarian"
80b2e803-ca49-4fd4-8e67-27ac40851855,demo95,2020-09-15 01:30:49.000000 UTC,67,demo95,"Vegan, Indian, Desserts, Vegetarian, Wings, Offers, Homemade"
2ffc773e-61c7-43ff-aa02-9da30847b32f,demo96,2022-10-28 19:02:19.000000 UTC,67,demo96,"Wings, Indian, Vegetarian, International, Middle Eastern, Pizza, Desserts"
1891e515-a482-4598-ab73-9a9c9bbf8195,demo97,2020-06-12 05:22:28.000000 UTC,67,demo97,"Wings, Chicken, Pet Food, Ice Cream, Coffee/Tea, Cool Treats, Breakfast & Brunch, Hot Dogs & Sausages, Late Night Cravings, Pepsi, Pizza, Bakery, Healthy, Desserts, Fast Food, Smoothies, Convenience, Ben & Jerry's, Sandwiches & Subs, Nestle Buy 2 Get 2, Skip Exclusive Items, Ice Cream & Frozen Treats"
2bcd79b2-0643-4716-9cc8-688a69e6c975,demo98,2018-02-21 20:06:01.000000 UTC,67,demo98,"Wings, Canadian, Pub Food, Fast Food, Pizza, Chicken, Seafood, Desserts, Homemade, Vegetarian, Gluten Friendly, Sandwiches & Subs"
a602e8df-bda3-48aa-98af-3d67f4649e24,demo99,2020-06-12 08:09:39.000000 UTC,67,demo99,"Wings, Pet Food, Ice Cream, Cool Treats, Food & Drinks, Sandwiches & Subs, Late Night Cravings, Skip Exclusive Items, Pepsi, Pizza, Bakery, Chicken, Desserts, Fast Food, Coffee/Tea, Convenience, Ben & Jerry's, Breakfast & Brunch, Hot Dogs & Sausages, Ice Cream & Frozen Treats"
ffc79116-1a2d-4af5-a6a3-7f09382abc4f,demo100,2021-02-08 18:16:45.000000 UTC,67,demo100,"Wings, Bakery, Ice Cream, Smoothies, Coffee/Tea, Convenience, Cool Treats, Ben & Jerry's, Sandwiches & Subs, Breakfast & Brunch, Nestle Buy 2 Get 2, Late Night Cravings, Pepsi, Pizza, Chicken, Healthy, Desserts, Pet Food, Fast Food, Hot Dogs & Sausages, Skip Exclusive Items, Ice Cream & Frozen Treats"
eeb06f7d-34d4-487c-b5c2-2567e5e239a1,demo101,2022-10-14 01:58:00.000000 UTC,67,demo101,"Bakery, Desserts, Ice Cream, Coffee/Tea, Convenience, Late Night Cravings"
c95c7a03-98a1-4feb-a076-8a7251ea7c00,demo102,2019-06-13 23:06:09.000000 UTC,67,demo102,"Indian, Burgers, Fish and Chips, Wings, Offers, Chicken, Healthy, Homemade, Pub Food"
7b33b60f-14a3-47b2-82b4-6f76678cd924,demo103,2021-12-07 22:14:39.000000 UTC,67,demo103,"Indian, Vegetarian, International, Offers, Chicken, Chinese"
6ebcb174-51fc-4f1c-8d0e-dc6c18f50bf4,demo104,2022-11-18 17:29:19.000000 UTC,67,demo104,"Indian, Chicken, International, Seafood, Desserts, Vegetarian"
60523396-8159-4013-a3ae-bced6cd51440,demo105,2022-07-05 21:32:28.000000 UTC,67,demo105,"Indian, Desserts, Asian, Chicken, Vegetarian"
eab2fbef-8d42-42a0-945f-5b6b5536b748,demo106,2022-11-18 21:19:16.000000 UTC,67,demo106,Offers
43ef4f53-b2d2-4513-833e-5a0e873ed63f,demo107,2018-04-12 17:19:23.000000 UTC,67,demo107,"Burgers, Chicken, Sandwiches & Subs, Offers, Canadian, Fast Food, Locally Sourced"
06354bb5-fc71-425e-866b-47e09ab8b030,demo108,2021-04-16 15:50:01.000000 UTC,67,demo108,"Burgers, Chicken, Canadian, Desserts, Fish and Chips, Greek, Barbecue"
